12桁	帳簿	直前のAIND	本文冒頭
734619770226	$$$	AIND-D03389	صديق الزبيدي . في ابن محمد بن علي قريبا .
764663569808	$$$	AIND-D03403	ضياء جماعة كثيرون كل منهم يلقب ضياء الدين كالذي قبله ، منهم عبد الخالق بن عمر بن رسلان البلقيني .
884138319318	$$$	AIND-D03432	طوخ بطيخ . في الظاهري قريبا .
303134940637	$$$	AIND-D03434	طوخ مازي . في الناصري .
224684678645	$$$	AIND-D03445	طوغان العلائي . مضى في طوغان قيز قريبا .
272168394246	$$$	AIND-D03455	الطيب اليماني . هو محمد بن أحمد بن أبي بكر بن علي بن محمد .
515920371220	$$$	AIND-D03460	ظهير جماعة اختصارا من لقبهم ظهير الدين منهم . | حرف العين المهملة
255785442963	$$$	AIND-D03509	عبد الجبار بن نعمان بن ثابت . في ابن عبد الله قريبا .
570232413867	$$$	AIND-D03522	عبد الحميد بن أحمد بن أبي بكر بن عبد الله بن ظهيرة أبو بكر . في الكنى .
206804360875	$$$	AIND-D03522	عبد الحميد بن عبد الرحيم بن علي التركماني . في حماد .
413906509485	$$$	AIND-D03522	عبد الحميد بن عبد الله المالكي . في عبد الحميد الطرابلسي قريبا .
436815797951	$$$	AIND-D03537	عبد ربه في إبراهيم الرملي .
157672283873	$$$	AIND-D03561	عبد الرحمن بن أحمد بن عبد الرحمن بن حمدان . كذا سمى شيخنا في معجمه جده والصواب حذفه ، وقد تقدم .
792996093720	$$$	AIND-D03587	عبد الرحمن بن أحمد بن محمد بن محمد بن فهد . يأتي في ابن أبي بكر قريبا .
372601003885	$$$	AIND-D03621	عبد الرحمن بن حسن بن محمد الدميري الطولوني . هو زكريا مضى .
924776931192	$$$	AIND-D03631	عبد الرحمن بن داود . مضى في ابن أبي بكر بن داود .
664021245819	$$$	AIND-D03633	عبد الرحمن بن أبي السرور بن عبد الرحمن الحسني الفاسي المكي . يأتي في ابن محمد بن عبد الرحمن .
764084756388	$$$	AIND-D03649	عبد الرحمن بن عبد القادر بن أبي الخير الطاوسي . يأتي في ابن أبي الفتوح .
642709987281	$$$	AIND-D03667	عبد الرحمن بن عبد الله بن أمين الدين . في ابن عبد الله بن عبد الله بن عبد الرحمن .
665082404915	$$$	AIND-D03705	عبد الرحمن بن علي الزين بن الصائغ المكتب . هو ابن يوسف يأتي .
861170311256	$$$	AIND-D03717	عبد الرحمن بن عياش . في ابن أحمد بن محمد بن محمد بن يوسف .
963112869998	$$$	AIND-D03731	عبد الرحمن بن محمد بن أحمد بن محمد بن محمد بن محمد بن فهد . مضى في ابن أبي القسم بن أبي بكر .
738184929409	$$$	AIND-D03736	عبد الرحمن بن محمد بن إسماعيل بن حسين بن موسى بن خلف بن الحسين الجبرتي البلادري نزيل مكة ويعرف بأبجد . سلف في الهمزة .
164018266383	$$$	AIND-D03814	عبد الرحمن بن مسعود بن موسى المغربي نزيل بيت المقدس ويدعى بخليفة وهو به أشهر . مضى في خليفة .
234331578673	$$$	AIND-D03829	عبد الرحمن بن زين الدين بن سعد الدين الحلال . في ابن محمد .
737400594743	$$$	AIND-D03831	عبد الرحمن بن التاجر . في ولده إسماعيل .
551408378168	$$$	AIND-D03831	عبد الرحمن وجيه الدين ابن الجمال المصري . في ابن محمد بن أبي بكر بن علي بن يوسف .
486480552250	$$$	AIND-D03831	عبد الرحمن المعروف بابن غانم والي مكة . مضى في ابن محمد بن غانم .
409846423868	$$$	AIND-D03831	عبد الرحمن بن الكركي . في ابن عمر بن محمود بن محمد .
556953248081	$$$	AIND-D03839	عبد الرحمن أبو الفضل الاسترابادي العجمي . في فضل الله .
327398990162	$$$	AIND-D03839	عبد الرحمن البدوي نزيل المزهرية . مضى في ابن سلام بن إسماعيل .
975624479060	$$$	AIND-D03839	عبد الرحمن البغدادي الحلال . في ابن محمد .
518239822165	$$$	AIND-D03839	عبد الرحمن الجزائري المغربي نزيل مكة . مضى في ابن محمد بن فاضل .
650993738080	$$$	AIND-D03840	عبد الرحمن الشامي نزيل المزهرية . في ابن يوسف بن عبد الله .
806317203814	$$$	AIND-D03842	عبد الرحمن المارديني ، مضى في ابن أحمد بن يوسف بن عبد الأعلى
887443431855	$$$	AIND-D03873	عبد الرحيم بن علي بن الحموي الواعظ . كذا سمى ابن عزم والده وصوابه عبد الرحيم بن أبي بكر بن محمد بن علي وقد مضى .
858225910239	$$$	AIND-D03887	عبد الرحيم بن محمد الموصلي الأصل الدمشقي . أظنه محمد بن عبد الرحيم لكن عبارة مستدعية موهمة .
153662530025	$$$	AIND-D03891	عبد الرحيم بن ظهيرة . هو ابن أحمد بن أبي بكر بن عبد الله .
183349813761	$$$	AIND-D03909	عبد الرزاق بن فضل الله بن يونس . في رزق الله .
898122129929	$$$	AIND-D03912	عبد الرزاق بن محمد الطرابلسي . في ابن حمزة .
342313935374	$$$	AIND-D03912	عبد الرزاق بن موسى بن إبراهيم بن عجيل اليماني . في محمد إن شاء الله .
182129271317	$$$	AIND-D03915	عبد الرزاق أبو الفرج المنسوب إليه ابن أبي الفرج . في الكنى .
812818375191	$$$	AIND-D03916	عبد الرزاق المجاور بجامع دمشق . مضى في ابن عبد الله .
665560556099	$$$	AIND-D03935	عبد السلام الزرندي . مضى في ابن عبد الوهاب بن محمد قريبا .
920880423551	$$$	AIND-D03962	عبد العزيز بن أبي البركات بن محمد بن علي بن أحمد بن عبد العزيز .
594836202113	$$$	AIND-D03963	عبد العزيز بن أبي بكر بن رسلان . هو عبد العزيز بن أبي بكر بن مظفر . وسيأتي في ابن محمد بن مظفر بن نصير .
784427131527	$$$	AIND-D03964	عبد العزيز بن أبي بكر بن مظفر . يأتي في ابن محمد بن مظفر بن نصير .
608354443915	$$$	AIND-D03965	عبد العزيز بن سليم عز الدين المحلي . مضى في ابن أحمد قريبا .
277478384293	$$$	AIND-D03985	عبد العزيز بن أبي القسم . في ابن محمد بن عبد الوهاب .
405249467047	$$$	AIND-D03986	عبد العزيز بن عياش الطبري .
597566694132	$$$	AIND-D04019	عبد العزيز بن مظفر بن أبي بكر . صوابه ابن محمد بن نصير مضي .
686926340870	$$$	AIND-D04027	عبد العزيز أبو فارس . هو ابن أحمد بن محمد بن أبي بكر بن يحيى .
662834258697	$$$	AIND-D04027	عبد العزيز الحباك . في ابن عبد الرحمن بن أبي بكر .
318939079436	$$$	AIND-D04029	عبد العزيز اللبابي المغربي الوزير . مضى في ابن محمد .
484685390669	$$$	AIND-D04070	عبد الغني بن أبي الفرج . مضى في ابن عبد الرزاق بن أبي الفرج .
294133965678	$$$	AIND-D04079	عبد الغني بن محمد بن يوسف البساطي . كذا بخط ابن عزم وكأنه عبد الغني ابن محمد بن أحمد بن عثمان .
692328604527	$$$	AIND-D04079	عبد الغني بن الهيصم . مضى في ابن إبراهيم .
939054343029	$$$	AIND-D04083	عبد الغني بن أبي الفرج . في ابن عبد الرزاق .
155902288770	$$$	AIND-D04083	عبد الغني تاج الدين ابن الجيعان والد عبد الملك . هو عبد اللطيف بن شاكر بن ماجد .
582337176508	$$$	AIND-D04113	عبد القادر بن جبريل . في ابن محمد بن جبريل .
287632794566	$$$	AIND-D04120	عبد القادر بن الدهانة . في ابن محمد بن راشد
788025844688	$$$	AIND-D04123	عبد القادر بن شعبان الفرضي . في ابن علي بن شعبان .
174243980334	$$$	AIND-D04164	عبد القادر بن أبي الفتح الحجازي . في ابن محمد بن محمد بن محمد بن أحمد .
710221505581	$$$	AIND-D04164	عبد القادر بن أبي الفتح . في ابن محمد بن أحمد بن محمد بن محمد بن عبد الرحمن .
771928106039	$$$	AIND-D04166	عبد القادر بن أبي القسم بن محمد بن عبد الله بن عمر بن أبي بكر الناشري اليماني يكنى أبا الخير . يأتي في الكنى .
928757326930	$$$	AIND-D04191	عبد القادر بن محمد بن علي بن محمود بن المغلي . مضى في ابن علي وأن محمدا زيادة .
949292639335	$$$	AIND-D04193	عبد القادر بن محمد بن عمر بن علي بن غنيم بن علي النبتيتي الآتي جده .
662972671111	$$$	AIND-D04212	عبد القادر بن مظفر . في ابن محمد بن أحمد بن علي
636020073622	$$$	AIND-D04217	عبد القادر بن الجندي . في ابن محمد بن عمر
980733142175	$$$	AIND-D04220	عبد القادر الصاني ويدعى عبيد وهو به أشهر ، في ابن حسن بن عبيد بن محمد .
112528991396	$$$	AIND-D04222	عبد القادر العنبري : اثنان ابن شادي شاعر وابن أبي الفتح محمد بن موسى بن إبراهيم .
583222174897	$$$	AIND-D04226	عبد القادر النبراوي الحنبلي ، هو ابن علي بن أحمد .
924063900922	$$$	AIND-D04258	عبد الكريم بن أبي شاكر بن عبد الله بن غنام كريم الدين القبطي . هكذا سماه بعضهم وصوابه عبد الله وسيأتي .
496634963251	$$$	AIND-D04289	عبد الكريم بن محمد بن محمد بن عبد الله بن محمد بن موسى . مضى في ابن محمد بن عبد الله .
446236206391	$$$	AIND-D04291	عبد الكريم بن محمد بن محمد بن موسى بن عيسى بن عبد الله الدميري العطار . مضى في ابن محمد بن عبد الله بن محمد بن موسى .
353273652546	$$$	AIND-D04296	عبد الكريم بن مكانس الوزير . في ابن عبد الرزاق بن إبراهيم .
866891343174	$$$	AIND-D04298	عبد اللطيف الكتبي . في ابن إبراهيم بن أحمد .
871601546585	$$$	AIND-D04306	عبد اللطيف بن أحمد بن علي . صواب جده عمر كما بعده .
199489496432	$$$	AIND-D04315	عبد اللطيف بن أبي سرور ، في ابن محمد بن عبد الرحمن .
301172008328	$$$	AIND-D04331	عبد اللطيف بن عثمان شيخ الزوار . مضى في أبيه عبد القادر قريبا .
180996810127	$$$	AIND-D04335	عبد اللطيف بن غانم المقدسي ، في ابن عبد الرحمن بن أحمد بن علي بن أحمد بن غانم .
435893052815	$$$	AIND-D04335	عبد اللطيف بن أبي الفتح ، في ابن محمد بن أحمد بن محمد بن محمد .
905168561617	$$$	AIND-D04368	عبد اللطيف الدنجيهي . في ابن عثمان بن سليمان .
557276210749	$$$	AIND-D04423	عبد الله ويقال اسمه يحيى بن إسماعيل بن العباس بن علي بن داود بن يوسف ابن عمر بن علي بن رسول الظاهر هزبر الدين بن الأشرف 
305974486588	$$$	AIND-D04423	عبد الله بن إسماعيل بن محمد بن بردس البعلي ...
801451812417	$$$	AIND-D04425	عبد الله بن أيوب . هو ابن علي بن أيوب يأتي .
812621244009	$$$	AIND-D04443	عبد الله بن زيد البعلي . في ابن محمد بن محمد بن محمد بن زيد .
669499008623	$$$	AIND-D04447	عبد الله بن سعد الدين بن التاج موسى القبطي . في ابن أبي الفرج بن موسى .
497687733873	$$$	AIND-D04447	عبد الله بن سعد الدين بن البقري . يأتي في تاج الدين .
878954161916	$$$	AIND-D04506	عبد الله بن علي بن محمد بن أبي بكر الشيبي . صوابة محمد وسيأتي .
404712597267	$$$	AIND-D04518	عبد الله بن عمر بن عبد العزيز بن أحمد بن محمد أبو عبد الله الفيومي الأصل المكي ويسمى محمدا أيضا وهو بكنيته أشهر يأتي .
906514933563	$$$	AIND-D04536	عبد الله بن فتح الدين مجد الدين أحد الكتبة ويعرف بابن البقري لكون أمه تزوجها تاج الدين بن البقري . يأتي في ولده أبي النج
670350452541	$$$	AIND-D04538	عبد الله بن أبي الفضائل بن سناء الملك . هو ماجد يأتي .
647776708435	$$$	AIND-D04549	عبد الله بن الطيب محمد بن أحمد بن أبي بكر بيض له العفيف الناشري وهو الذي قبله ظنا قويا .
100587808620	$$$	AIND-D04558	عبد الله بن محمد بن أحمد التقي أبو بكر الصالحي الناسخ نزيل مكة ويعرف بابن الرفا . يأتي في الكنى .
366431184753	$$$	AIND-D04560	عبد الله بن محمد بن إسماعيل بن علي بن الحسن التقي القلقشندي المقدسي . في أبي بكر من الكنى .
728210876312	$$$	AIND-D04575	عبد الله بن محمد بن عبد الأحد الحراني . مضى في عبد الأحد .
580978223001	$$$	AIND-D04575	عبد الله بن محمد بن عبد الحق . مضى في ابن عبد الحق.
736138110974	$$$	AIND-D04621	عبد الله بن المحب محمد بن محمد بن محمد بن أحمد بن إبراهيم الطبري المكي المدعو مكرما وهو به أشهر . يأتي في الميم .
205244082252	$$$	AIND-D04659	عبد الله بن الفخر . يأتي قريبا في عبد الله البصري .
763933763660	$$$	AIND-D04659	عبد الله التاج المقسي . في ابن نصر الله بن عبد الغني قريبا .
949699487829	$$$	AIND-D04660	عبد الله الجمال البرلسي . في ابن محمد .
752353290332	$$$	AIND-D04663	عبد الله الجمال السمنودي . في ابن محمد .
467404859499	$$$	AIND-D04667	عبد الله باعلوي . مضى في ابن محمد بن علي بن محمد بن أحمد .
244758620275	$$$	AIND-D04668	عبد الله البشيري هو الذي قبله .
600582400141	$$$	AIND-D04679	عبد الله محتسب الخانكاه . وقاضيها . في ابن محمد .
178618640567	$$$	AIND-D04688	عبد المحسن بن أحمد بن البدر حسين السيد بن الأهدل يأتي في محمد فهو مسمى بهما وسماه أبوه عبد المحسن محبة لشخص كان بمكة شاذ
872314579227	$$$	AIND-D04735	عبد الهادي بن أبي اليمن . مضى قريبا في ابن محمد بن أحمد بن إبراهيم .
442419390751	$$$	AIND-D04735	عبد الهادي السكندري ، في ابن عبد الرحمن .
188609472849	$$$	AIND-D04769	عبد الوهاب بن أبي شاكر . يأتي قريبا في ابن عبد الله .
348789942627	$$$	AIND-D04777	عبد الوهاب بن عبد الله تاج الدين بن كاتب المناخ . في عبد الرزاق .
549307033974	$$$	AIND-D04784	عبد الوهاب بن ماجد في ابن عبد الله بن موسى بن أبي شاكر .
623990811022	$$$	AIND-D04804	412 عبد الوهاب التاج بن كاتب المناخات . مات سنة سبع وعشرين . في عبد الرزاق .
855679969687	$$$	AIND-D04808	عبيد الله بن عبد الله الأردبيلي . في ابن عوض بن محمد .
138944719253	$$$	AIND-D04808	عبيد الله بن علي بن إبراهيم القرتاوي الشامي . مضى في عبد الله .
793042233770	$$$	AIND-D04818	عبيد بن سعد الله بن عبد الكافي . مضى في عبد الله . ★عبيد★ بن كاتب الجيش الفخر عبد الغني بن الحر . مضى في عبد الوهاب بن ع
268456438191	$$$	AIND-D04819	عبيد بن علي بن عمر المرخم . في عبد المعطي .
299452344753	$$$	AIND-D04819	عبيد بن علي المني الطبي . هو عبد الملك .
993022454204	$$$	AIND-D04823	عبيد حافظ . هو عبيد الله بن عبد الله بن عبيد الله .
903088187841	$$$	AIND-D04824	عبيد الريمي . في عبد الرحمن بن علي بن أبي بكر . ★عبيد الصاني★ . في عبد القادر بن حسن .
921572485570	$$$	AIND-D04824	عبيد الظاهري . في عبد الله بن محمد بن أبي بكر بن عبد الرحمن .
370227030597	$$$	AIND-D04888	عثمان الديمي . هو ابن محمد بن عثمان بن ناصر .
383166458465	$$$	AIND-D04901	507عصفورة التاجر الشامي وكان لقبه . مات سنة ستين = vol. 3 no. 535 .
317986974333	$$$	AIND-D04917	علان . في حوادث سنة عشر ، وأظنه الذي قبله .
911799757454	$$$	AIND-D04924	عليباي بابي . في علي بن خليل بن قراجا .
362610174614	$$$	AIND-D04926	علي بن إبراهيم بن إسماعيل بن الشحنة الداري . يأتي في ابن إسماعيل بن إبراهيم .
457846041243	$$$	AIND-D04928	علي بن إبراهيم بن صدقة التاجر السكندري . في ابن صدقة .
452036930315	$$$	AIND-D04974	علي بن أحمد بن سويدان . في ابن أحمد بن محمد بن خلف .
998944812002	$$$	AIND-D05065	علي بن اقبرس . في ابن محمد بن أقبرس .
629401463804	$$$	AIND-D05082	علي بن أبي بكر بن علي بن أبي بكر بن عبد الملك المقدسي الكوري . هكذا كتبه بعضهم وصوابه علي بن غازي بن علي وسيأتي .
566025530400	$$$	AIND-D05097	علي بن أبي بكر الأبياري ثم القاهري أحد شهودها المزورين . له ذكر في محمد بن حسن بن إسماعيل .
538565422125	$$$	AIND-D05103	علي بن أبي جعفر . في ابن محمد بن أحمد بن عمر بن محمد بن عثمان بن الضيا .
831717911610	$$$	AIND-D05105	علي بن حجاج الوراق أحد فضلاء المالكية . يأتي في أواخر العليين .
902500985969	$$$	AIND-D05119	علي بن حسن بن عمر التلواني . هكذا ساق شيخنا نسبه في تاريخه وصوابه علي بن عمر بن حسن بن حسين وسيأتي .
583821962409	$$$	AIND-D05144	علي بن دلغادر . هو ابن خليل بن قراجا . مضى .
503274548408	$$$	AIND-D05152	علي بن زكنون . في ابن حسين بن عروة .
394226838727	$$$	AIND-D05157	علي بن سالم الزبيدي . هو الموفق على بن أحمد بن محمد بن سالم مضى .
889079213273	$$$	AIND-D05163	علي بن سلام . في ابن عبد الله بن محمد بن الحسين بن علي بن إسحق بن سلام .
344444644583	$$$	AIND-D05169	علي بن سميط . في ابن محمد بن علي .
667414441379	$$$	AIND-D05247	علي بن عبد الله بن إسماعيل بن عبد القادر الديروطي . يأتي قريبا بدون إسماعيل .
541346246053	$$$	AIND-D05248	علي بن عبد الله بن عبد الرحمن . في ابن عبد الرحمن الصرنجي .
449608429055	$$$	AIND-D05286	علي بن عكاشة أحد الصلحاء . ممن أخذ عن شيخنا وهو ابن عثمان بن علي .
135157263884	$$$	AIND-D05288	علي بن علي بن حسين السيد الزين الجرجاني . يأتي في علي بن محمد بن علي .
860646026823	$$$	AIND-D05313	علي بن عمر بن قنان . هو ابن عمر بن محمد بن علي يأتي .
782090907235	$$$	AIND-D05334	علي بن غريب . له ذكر في يوسف بن محمد بن إسماعيل .
710598995574	$$$	AIND-D05343	علي بن أبي القسم المحجوب ...
860264345220	$$$	AIND-D05349	علي بن قنان ، في ابن عمر بن محمد بن علي بن قنان .
912391155337	$$$	AIND-D05352	علي بن أبي الليث ، في ابن محمد بن محمد بن أحمد .
340703325852	$$$	AIND-D05365	علي بن محمد بن أحمد بن بهرام . في ابن محمد بن علي بن عبد الله . = 1066
599982616238	$$$	AIND-D05377	علي بن محمد بن أحمد بن علي الأقواسي . يأتي بدون علي قريبا = 979 .
255252770560	$$$	AIND-D05416	علي بن محمد بن جعفر بن علي بن عبد الله . هو هاشم يأتي .
968469000232	$$$	AIND-D05546	علي بن محمد بن محمد بن سالم . يأتي بزيادة محمد ثالث .
248848068652	$$$	AIND-D05546	علي بن محمد بن محمد بن عبد البر العلاء بن أبي البقاء . هكذا ذكره شيخنا في معجمه ثم المقريزي ومحمد الثاني زيادة وقد مضى ب
799115587633	$$$	AIND-D05550	علي بن محمد بن محمد بن علي بن عمر بن علي بن أحمد القرشي أبو الحسن ابن عرب قاضي الرساميين . في الكنى .
361481908303	$$$	AIND-D05562	علي بن محمد بن محمد بن محمد أبو الخير بن الشيخة . في الكنى .
553237098590	$$$	AIND-D05575	52 علي بن محمد بن محمد نور الدين القاهري الحنفي العقاد . ممن سمع مني وعلي أشياء من ذلك في جمادى الثانية سنة ست وتسعين ال
619825869083	$$$	AIND-D05677	علي بن يحيى بن جميع . يأتي قريبا بدون جده .
129637560644	$$$	AIND-D05688	علي بن يوسف بن داود الخضري الشافعي .
849019416950	$$$	AIND-D05706	علي بن سعد الدين ملك الحبشة . في ابن محمد .
118916919672	$$$	AIND-D05706	علي بن صدر الدين الأردبيلي ثم المقدسي . في ابن محمد بن الصفي .
213683024250	$$$	AIND-D05708	علي العلاء بن الجزري . في ابن محمد بن محمد بن يوسف .
492751040894	$$$	AIND-D05710	علي بن شيخون اثنان : مدولب وهو ابن محمد بن أحمد وعكام وهو ابن وهما ابنا عم .
693234577792	$$$	AIND-D05711	علي علاء الدين بن الطبلاوي الوالي . في ابن عبد الله بن محمد
444340384129	$$$	AIND-D05711	علي بن عراق الدمشقي . في ابن عبد الرحمن .
152991445380	$$$	AIND-D05712	علي بن عين الغزال الحسيني سكنا . في ابن أحمد ابن خليل .
800097055112	$$$	AIND-D05714	166 علي العلاء بن المكللة متولي منفلوط . قتله عرب بني كلب في أواخر ربيع الأول سنة أربع . قاله العيني أيضا .
555342639502	$$$	AIND-D05717	علي المدعو ملا علي الكرماني . في ابن شهاب الدين .
949791764883	$$$	AIND-D05720	علي العلاء القابوني . في ابن محمد .
820988883354	$$$	AIND-D05722	علي نور الدين البحيري المالكي . في ابن موسى بن جلال بن أحمد .
830900023710	$$$	AIND-D05724	174 علي نور الدين البيري القاهري الشافعي نزيل سعيد السعداء وأحد صلحاء صوفيتها ، مات في رجب سنة أربع وسبعين وأظنه جاز الس
633453162913	$$$	AIND-D05726	علي نور الدين الصوفي . في ابن أحمد بن محمد .
475487285696	$$$	AIND-D05749	علي الدجوي : اثنان ابن أحمد بن محمد بن أحمد بن حيدرة وابن محمد بن أحمد .
638633128393	$$$	AIND-D05750	علي الديروطي المقري . في ابن عبد الله بن عبد القادر .
778265702860	$$$	AIND-D05752	علي السطيح . في ابن محمد بن أحمد بن عبد الله .
123627123166	$$$	AIND-D05762	علي القمني اثنان شاهدان أحدهما اسم أبيه محمد بن خلد بن عبد الله ابن علي مضى والآخر ابن محمد مضى أيضا .
586887999974	$$$	AIND-D05768	علي المغيربي ، في ابن أحمد بن حسن .
296004628965	$$$	AIND-D05769	عمار الكردي ، هو عبد الغفار بن موسى ، مضى .
658216333805	$$$	AIND-D05771	عمار بن محمد بن عمار ، يأتي في يحيى فهو اسمه وعمار لقبه ومع ذلك .
944993481203	$$$	AIND-D05774	عمران بن موسى بن أحمد بن معمر الجلجولي ، هو الأول تحرف .
889679000119	$$$	AIND-D05808	عمر بن أصلم ، في ابن خليل بن حسن بن يوسف .
588850934353	$$$	AIND-D05828	عمر بن أبي جرادة ، في ابن إبراهيم بن محمد بن عمر بن عبد العزيز .
840282681938	$$$	AIND-D05828	عمر بن جريعا . له ذكر في ولده يونس .
912747672271	$$$	AIND-D05894	329 عمر بن عثمان بن السراج بن الفخر بن الجندي أحد أعيان التجار ووالد سميه عمر الآتي
336970396449	$$$	AIND-D05939	عمر بن محمد بن إسماعيل المكين المصري المالكي . صوابه محمد .
288782037872	$$$	AIND-D05978	عمر بن الجمال أبي المكارم محمد بن النجم أبي المعالي محمد بن قاضي القضاة الكمال أبي البركات محمد بن الجمال أبي السعود محم
128207303595	$$$	AIND-D06001	عمر بن محمد اليماني مستوفي الديوان بجدة . مضى في علي .
677321388977	$$$	AIND-D06003	عمر بن مظفر الحنبلي . في ابن محمد بن أبي بكر .
469304882113	$$$	AIND-D06013	عمر بن أبي اليمن . في ابن محمد بن محمد بن علي بن أحمد .
621914633157	$$$	AIND-D06017	عمر بن النجار خادم الجمالي أبو السعود الشافعي . هو ابن محمد بن سليمان .
226928636905	$$$	AIND-D06044	عمر الكردي آخر في ابن إبراهيم بن أبي بكر .
345598079989	$$$	AIND-D06045	عمر المسلي . في العدني قريبا .
868233524248	$$$	AIND-D06062	عويس الشاعر . هو عيسى بن حجاج بن عيسى . يأتي قريبا .
622443115644	$$$	AIND-D06108	عيسى أبو مهدي الغبريني المالكي . في ابن أحمد بن يحيى .
621075772543	$$$	AIND-D06108	عيسى الأرتقي . في ابن داود بن صلح .
626905855106	$$$	AIND-D06110	عيسى البهنسي . في ابن يوسف بن محمد قريبا .
999762703493	$$$	AIND-D06114	عيسى العلاف المصري . في ابن موسى قريبا .
856917292189	$$$	AIND-D06123	غفير الطنتدائي . هو عبد الغفار بن عبد المؤمن .
651211846821	$$$	AIND-D06125	غياث بن علي بن نجم الكيلاني . في محمد .
407556338853	$$$	AIND-D06126	غيث الخانكي . هو محمد بن علي بن محمد . يكنى أبا الغيث يأتي . | حرف الفاء
799237223623	$$$	AIND-D06141	فارس المحمدي . مضى قريبا .
359829353795	$$$	AIND-D06207	قاسم بن أحمد بن محمد بن أحمد بن عمر الحوراني . في أبي القسم .
496295228896	$$$	AIND-D06290	قانصوه الألفي ، وجريبات ، والخسيف ، وخمسمائة ، والشامي . مضوا كلهم قريبا .
300060521953	$$$	AIND-D06291	قانصوه المصارع . مضى قريبا .
860310484461	$$$	AIND-D06303	قانم نيصا هو الظاهر جقمق . مضى قريبا .
171328943612	$$$	AIND-D06311	قجق نائب القلعة . هكذا بخطي في تاريخ شيخنا وصوابه ممجق وسيأتي في الميم .
214328948260	$$$	AIND-D06338	قرقماس الجلب وقرماس الرماح ، تقدما .
707021256314	$$$	AIND-D06385	كبيش بن هبة بن جماز الحسيني . هو ابن جماز الماضي قريبا .
934587414148	$$$	AIND-D06390	كرسجي بن أبي يزيد بن مراد بن عثمان . يأتي في المحمدين .
737090221723	$$$	AIND-D06402	كمال بن موسى الدميري ، في المحمدين .
793935623853	$$$	AIND-D06411	كمشبغا الظاهري . في الفيسي قريبا .
378464646888	$$$	AIND-D06439	مبارك شاه نائب القدس ، له ذكر في أحمد بن حسين بن علي أبي البقاء الزبيري .
134800750375	$$$	AIND-D06472	محمد بن إبراهيم بن أحمد بن غنائم . يأتي في أبي الفتح .
401675925310	$$$	AIND-D06484	محمد بن إبراهيم بن أحمد المدني . في أبي الفتح بن علبك من الكنى .
581406046033	$$$	AIND-D06493	محمد بن إبراهيم بن جامع البوصيري . صوابه ابن جامع بن إبراهيم انقلب .
157827479456	$$$	AIND-D06531	محمد بن إبراهيم بن علي بن محمد البيدموري البكتمري . في ابن أحمد بن إبراهيم يأتي .
619079284666	$$$	AIND-D06545	محمد بن إبراهيم بن محمد بن أيوب البدر بن العصياتي . مضى بدون محمد الثاني .
291965515766	$$$	AIND-D06581	محمد بن إبراهيم أبو البركات العسقلاني الخانكي . في الكنى .
547339909142	$$$	AIND-D06599	محمد بن أحمد بن إبراهيم بن محمد الفاسي المغربي . ذكره ابن عزم وقال : في موضع والد هبة وفي آخر ويدعى هبة . يأتي في الهاء 
423163344925	$$$	AIND-D06602	محمد بن أحمد بن إبراهيم الفيومي ثم القاهري يأتي في أبي الخير من الكنى .
337473714206	$$$	AIND-D06602	محمد بن أحمد بن أحمد بن إبراهيم بن حمدان الشهاب الأذرعي . يأتي في ابن أحمد بن محمد بن إبراهيم بن إبراهيم بن داود بن حازم
353483372757	$$$	AIND-D06693	محمد بن أحمد بن عبد الغني بن الأمانة ، صواب جده عبد العزيز . مضى قريبا .
300505118962	$$$	AIND-D06704	محمد بن أحمد بن عبد الله بن قديدار . يأتي بدون قديدار .
390397442311	$$$	AIND-D06710	محمد بن أحمد بن عبد الله الشمس القزويني ثم المصري وسمى شيخنا في معجمه جده محمدا وهو الصواب وسيأتي .
423662467370	$$$	AIND-D06730	محمد بن أحمد بن أبي العز بن أحمد بن أبي العز بن صالح الأذرعي بن الثور . هكذا كتبه بعضهم ومحمد زيادة بل هو أحمد وقد مضى .
210524715356	$$$	AIND-D06753	محمد بن أحمد بن علي بن عواض . يأتي بدون أحمد .
581473155462	$$$	AIND-D06777	محمد بن أحمد بن علي القلقشدي . هكذا رأيته في سماع البخاري في الطبقة التي بها البكتمري وكأنه النجم محمد بن أحمد بن عبد ال
887556684172	$$$	AIND-D06778	محمد بن أحمد بن عماد بن الهائم . في محمد بن أحمد بن محمد بن عماد بن علي .
715841878666	$$$	AIND-D06902	محمد بن أحمد بن محمد بن فهيد . يأتي بدون فهيد .
523310742179	$$$	AIND-D06922	محمد بن أحمد بن محمد بن محمد بن محمد بن سعيد الضياء أبو البركات بن الشهاب ابن الضياء . صوابه بدون محمد الثالث وقد مضى .
787350567603	$$$	AIND-D06927	محمد بن أحمد بن محمد بن محمد بن محمد بن محمد بن عبد الله بن محمد ابن فهد . يأتي في أبي القسم بن أبي بكر .
802336815797	$$$	AIND-D06929	محمد بن أحمد بن محمد بن محمد بن محمد الخجندي . في إبراهيم .
616323627703	$$$	AIND-D06929	محمد بن أحمد بن محمد بن محمد بن وفا . مضى قريبا بزيادة محمد .
435154860747	$$$	AIND-D06940	محمد بن أحمد بن محمد بن النصير بالنون أو بالموحدة . أسلفته هناك .
619402246886	$$$	AIND-D06960	محمد بن أحمد بن محمد الشمس القزويني نزيل مكة . يأتي قريبا .
452938709832	$$$	AIND-D07008	محمد بن أحمد بن نجاد المقدسي . في أحمد بن موسى بن نجاد .
